subscriber_id,predicted_churn_probability_calibrated,model_score_ranking_raw,risk_tier,top_driver,recommended_action,rule_id,campaign_priority,campaign_queue_rank,primary_channel,intervention_type,human_touch_flag,campaign_cost_tier,secondary_channel,shap_explanation_summary
5472,0.4545,0.5715,High,Prepaid on 5G,5G Retention Pack: 3-month discounted 5G night-unlimited add-on + outbound migration assessment for postpaid plan with waived SIM swap fee.,R02_PREPAID_5G,P1,1.0005455,SMS,digital_retention,False,C2,app_push,Prepaid on 5G: +0.123 — Prepaid on 5G — high-risk segment; Prepaid SIM: +0.079 — Prepaid segment associated with higher churn risk
5520,0.4545,0.8226,High,SIM tenure months,Prepaid Welcome Save: 30-day onboarding SMS journey + 20% bonus credit on the next two recharges completed within 45 days (auto-applied on recharge).,R01_PREPAID_INFANT,P1,1.0005455,SMS,digital_retention,False,C2,app_push,SIM tenure months: +0.114 — Increases predicted churn risk; Prepaid SIM: +0.090 — Prepaid segment associated with higher churn risk
5535,0.4545,0.0422,High,Prepaid on 5G,5G Retention Pack: 3-month discounted 5G night-unlimited add-on + outbound migration assessment for postpaid plan with waived SIM swap fee.,R02_PREPAID_5G,P1,1.0005455,SMS,digital_retention,False,C2,app_push,Prepaid on 5G: +0.123 — Prepaid on 5G — high-risk segment; Prepaid SIM: +0.081 — Prepaid segment associated with higher churn risk
5544,0.4545,0.1339,High,Prepaid on 5G,5G Retention Pack: 3-month discounted 5G night-unlimited add-on + outbound migration assessment for postpaid plan with waived SIM swap fee.,R02_PREPAID_5G,P1,1.0005455,SMS,digital_retention,False,C2,app_push,Prepaid on 5G: +0.112 — Prepaid on 5G — high-risk segment; Prepaid SIM: +0.084 — Prepaid segment associated with higher churn risk
5635,0.4545,0.4053,High,SIM tenure months,Prepaid Welcome Save: 30-day onboarding SMS journey + 20% bonus credit on the next two recharges completed within 45 days (auto-applied on recharge).,R01_PREPAID_INFANT,P1,1.0005455,SMS,digital_retention,False,C2,app_push,SIM tenure months: +0.131 — Increases predicted churn risk; Prepaid SIM: +0.110 — Prepaid segment associated with higher churn risk
5716,0.4545,0.6253,High,Prepaid on 5G,5G Retention Pack: 3-month discounted 5G night-unlimited add-on + outbound migration assessment for postpaid plan with waived SIM swap fee.,R02_PREPAID_5G,P1,1.0005455,SMS,digital_retention,False,C2,app_push,Prepaid on 5G: +0.112 — Prepaid on 5G — high-risk segment; 2G=0 … 5G=3: +0.050 — Increases predicted churn risk
5737,0.4545,0.1941,High,SIM tenure months,Prepaid Welcome Save: 30-day onboarding SMS journey + 20% bonus credit on the next two recharges completed within 45 days (auto-applied on recharge).,R01_PREPAID_INFANT,P1,1.0005455,SMS,digital_retention,False,C2,app_push,SIM tenure months: +0.127 — Increases predicted churn risk; Prepaid SIM: +0.111 — Prepaid segment associated with higher churn risk
5763,0.4545,0.1643,High,Prepaid on 5G,5G Retention Pack: 3-month discounted 5G night-unlimited add-on + outbound migration assessment for postpaid plan with waived SIM swap fee.,R02_PREPAID_5G,P1,1.0005455,SMS,digital_retention,False,C2,app_push,Prepaid on 5G: +0.125 — Prepaid on 5G — high-risk segment; 2G=0 … 5G=3: +0.052 — Increases predicted churn risk
5785,0.4545,0.2307,High,Prepaid on 5G,5G Retention Pack: 3-month discounted 5G night-unlimited add-on + outbound migration assessment for postpaid plan with waived SIM swap fee.,R02_PREPAID_5G,P1,1.0005455,SMS,digital_retention,False,C2,app_push,Prepaid on 5G: +0.117 — Prepaid on 5G — high-risk segment; Prepaid SIM: +0.084 — Prepaid segment associated with higher churn risk
5801,0.4545,0.6227,High,Prepaid on 5G,5G Retention Pack: 3-month discounted 5G night-unlimited add-on + outbound migration assessment for postpaid plan with waived SIM swap fee.,R02_PREPAID_5G,P1,1.0005455,SMS,digital_retention,False,C2,app_push,Prepaid on 5G: +0.112 — Prepaid on 5G — high-risk segment; Prepaid SIM: +0.084 — Prepaid segment associated with higher churn risk
5913,0.4545,0.6339,High,Prepaid on 5G,5G Retention Pack: 3-month discounted 5G night-unlimited add-on + outbound migration assessment for postpaid plan with waived SIM swap fee.,R02_PREPAID_5G,P1,1.0005455,SMS,digital_retention,False,C2,app_push,Prepaid on 5G: +0.122 — Prepaid on 5G — high-risk segment; Prepaid SIM: +0.079 — Prepaid segment associated with higher churn risk
5921,0.4545,0.2491,High,Prepaid on 5G,5G Retention Pack: 3-month discounted 5G night-unlimited add-on + outbound migration assessment for postpaid plan with waived SIM swap fee.,R02_PREPAID_5G,P1,1.0005455,SMS,digital_retention,False,C2,app_push,Prepaid on 5G: +0.121 — Prepaid on 5G — high-risk segment; Prepaid SIM: +0.075 — Prepaid segment associated with higher churn risk
5943,0.4545,0.15,High,Prepaid SIM,VoLTE Activation Push: one-tap provisioning SMS + 5GB bonus data after first successful VoLTE call within 14 days (tracked via network provisioning).,R03_VOLTE_ENABLE,P1,1.0005455,SMS,digital_retention,False,C1,app_push,Prepaid SIM: +0.083 — Prepaid segment associated with higher churn risk; SIM tenure months: +0.040 — Increases predicted churn risk
6038,0.4545,0.2048,High,Prepaid on 5G,5G Retention Pack: 3-month discounted 5G night-unlimited add-on + outbound migration assessment for postpaid plan with waived SIM swap fee.,R02_PREPAID_5G,P1,1.0005455,SMS,digital_retention,False,C2,app_push,Prepaid on 5G: +0.117 — Prepaid on 5G — high-risk segment; Prepaid SIM: +0.048 — Prepaid segment associated with higher churn risk
6069,0.4545,0.4878,High,Prepaid SIM,"Rubika Onboarding: discounted in-app traffic, exclusive content bundle, social engagement incentives via app push + SMS deep link.",R09_RUBIKA_INACTIVE,P1,1.0005455,app_push,digital_retention,False,C2,SMS,Prepaid SIM: +0.100 — Prepaid segment associated with higher churn risk; SIM tenure months: +0.033 — Increases predicted churn risk
6083,0.4545,0.6878,High,Prepaid on 5G,5G Retention Pack: 3-month discounted 5G night-unlimited add-on + outbound migration assessment for postpaid plan with waived SIM swap fee.,R02_PREPAID_5G,P1,1.0005455,SMS,digital_retention,False,C2,app_push,Prepaid on 5G: +0.112 — Prepaid on 5G — high-risk segment; Prepaid SIM: +0.069 — Prepaid segment associated with higher churn risk
6114,0.4545,0.0698,High,Prepaid on 5G,5G Retention Pack: 3-month discounted 5G night-unlimited add-on + outbound migration assessment for postpaid plan with waived SIM swap fee.,R02_PREPAID_5G,P1,1.0005455,SMS,digital_retention,False,C2,app_push,Prepaid on 5G: +0.121 — Prepaid on 5G — high-risk segment; Prepaid SIM: +0.075 — Prepaid segment associated with higher churn risk
6135,0.4545,0.743,High,Prepaid SIM,Prepaid Welcome Save: 30-day onboarding SMS journey + 20% bonus credit on the next two recharges completed within 45 days (auto-applied on recharge).,R01_PREPAID_INFANT,P1,1.0005455,SMS,digital_retention,False,C2,app_push,Prepaid SIM: +0.089 — Prepaid segment associated with higher churn risk; Tenure stage 0=new … 4=loyal: +0.045 — Increases predicted churn risk
6138,0.4545,0.6015,High,Prepaid SIM,Prepaid Welcome Save: 30-day onboarding SMS journey + 20% bonus credit on the next two recharges completed within 45 days (auto-applied on recharge).,R01_PREPAID_INFANT,P1,1.0005455,SMS,digital_retention,False,C2,app_push,Prepaid SIM: +0.103 — Prepaid segment associated with higher churn risk; SIM tenure months: +0.069 — Increases predicted churn risk
6349,0.4545,0.0724,High,Prepaid on 5G,5G Retention Pack: 3-month discounted 5G night-unlimited add-on + outbound migration assessment for postpaid plan with waived SIM swap fee.,R02_PREPAID_5G,P1,1.0005455,SMS,digital_retention,False,C2,app_push,Prepaid on 5G: +0.134 — Prepaid on 5G — high-risk segment; Prepaid SIM: +0.074 — Prepaid segment associated with higher churn risk
6352,0.4545,0.6694,High,Prepaid on 5G,5G Retention Pack: 3-month discounted 5G night-unlimited add-on + outbound migration assessment for postpaid plan with waived SIM swap fee.,R02_PREPAID_5G,P1,1.0005455,SMS,digital_retention,False,C2,app_push,Prepaid on 5G: +0.126 — Prepaid on 5G — high-risk segment; 2G=0 … 5G=3: +0.050 — Increases predicted churn risk
6361,0.4545,0.9001,High,SIM tenure months,Prepaid Welcome Save: 30-day onboarding SMS journey + 20% bonus credit on the next two recharges completed within 45 days (auto-applied on recharge).,R01_PREPAID_INFANT,P1,1.0005455,SMS,digital_retention,False,C2,app_push,SIM tenure months: +0.126 — Increases predicted churn risk; Prepaid SIM: +0.113 — Prepaid segment associated with higher churn risk
6374,0.4545,0.4709,High,Prepaid on 5G,5G Retention Pack: 3-month discounted 5G night-unlimited add-on + outbound migration assessment for postpaid plan with waived SIM swap fee.,R02_PREPAID_5G,P1,1.0005455,SMS,digital_retention,False,C2,app_push,Prepaid on 5G: +0.117 — Prepaid on 5G — high-risk segment; Prepaid SIM: +0.056 — Prepaid segment associated with higher churn risk
6381,0.4545,0.0416,High,Prepaid on 5G,5G Retention Pack: 3-month discounted 5G night-unlimited add-on + outbound migration assessment for postpaid plan with waived SIM swap fee.,R02_PREPAID_5G,P1,1.0005455,SMS,digital_retention,False,C2,app_push,Prepaid on 5G: +0.116 — Prepaid on 5G — high-risk segment; Prepaid SIM: +0.056 — Prepaid segment associated with higher churn risk
6418,0.4545,0.0265,High,Prepaid on 5G,5G Retention Pack: 3-month discounted 5G night-unlimited add-on + outbound migration assessment for postpaid plan with waived SIM swap fee.,R02_PREPAID_5G,P1,1.0005455,SMS,digital_retention,False,C2,app_push,Prepaid on 5G: +0.123 — Prepaid on 5G — high-risk segment; Prepaid SIM: +0.084 — Prepaid segment associated with higher churn risk
6440,0.4545,0.0263,High,Prepaid on 5G,5G Retention Pack: 3-month discounted 5G night-unlimited add-on + outbound migration assessment for postpaid plan with waived SIM swap fee.,R02_PREPAID_5G,P1,1.0005455,SMS,digital_retention,False,C2,app_push,Prepaid on 5G: +0.110 — Prepaid on 5G — high-risk segment; 2G=0 … 5G=3: +0.049 — Increases predicted churn risk
6459,0.4545,0.8298,High,Prepaid SIM,Prepaid Welcome Save: 30-day onboarding SMS journey + 20% bonus credit on the next two recharges completed within 45 days (auto-applied on recharge).,R01_PREPAID_INFANT,P1,1.0005455,SMS,digital_retention,False,C2,app_push,Prepaid SIM: +0.096 — Prepaid segment associated with higher churn risk; Tenure stage 0=new … 4=loyal: +0.042 — Increases predicted churn risk
6462,0.4545,0.6217,High,Prepaid on 5G,5G Retention Pack: 3-month discounted 5G night-unlimited add-on + outbound migration assessment for postpaid plan with waived SIM swap fee.,R02_PREPAID_5G,P1,1.0005455,SMS,digital_retention,False,C2,app_push,Prepaid on 5G: +0.123 — Prepaid on 5G — high-risk segment; Prepaid SIM: +0.061 — Prepaid segment associated with higher churn risk
6467,0.4545,0.8323,High,Prepaid on 5G,5G Retention Pack: 3-month discounted 5G night-unlimited add-on + outbound migration assessment for postpaid plan with waived SIM swap fee.,R02_PREPAID_5G,P1,1.0005455,SMS,digital_retention,False,C2,app_push,Prepaid on 5G: +0.129 — Prepaid on 5G — high-risk segment; Prepaid SIM: +0.075 — Prepaid segment associated with higher churn risk
6528,0.4545,0.1757,High,Prepaid SIM,Prepaid Welcome Save: 30-day onboarding SMS journey + 20% bonus credit on the next two recharges completed within 45 days (auto-applied on recharge).,R01_PREPAID_INFANT,P1,1.0005455,SMS,digital_retention,False,C2,app_push,Prepaid SIM: +0.088 — Prepaid segment associated with higher churn risk; Tenure stage 0=new … 4=loyal: +0.046 — Increases predicted churn risk
6603,0.4545,0.0279,High,Prepaid on 5G,5G Retention Pack: 3-month discounted 5G night-unlimited add-on + outbound migration assessment for postpaid plan with waived SIM swap fee.,R02_PREPAID_5G,P1,1.0005455,SMS,digital_retention,False,C2,app_push,Prepaid on 5G: +0.119 — Prepaid on 5G — high-risk segment; Prepaid SIM: +0.068 — Prepaid segment associated with higher churn risk
6762,0.4545,0.1485,High,SIM tenure months,Prepaid Welcome Save: 30-day onboarding SMS journey + 20% bonus credit on the next two recharges completed within 45 days (auto-applied on recharge).,R01_PREPAID_INFANT,P1,1.0005455,SMS,digital_retention,False,C2,app_push,SIM tenure months: +0.131 — Increases predicted churn risk; Prepaid SIM: +0.113 — Prepaid segment associated with higher churn risk
6778,0.4545,0.8653,High,Prepaid SIM,Prepaid Welcome Save: 30-day onboarding SMS journey + 20% bonus credit on the next two recharges completed within 45 days (auto-applied on recharge).,R01_PREPAID_INFANT,P1,1.0005455,SMS,digital_retention,False,C2,app_push,Prepaid SIM: +0.108 — Prepaid segment associated with higher churn risk; SIM tenure months: +0.075 — Increases predicted churn risk
6787,0.4545,0.7687,High,Prepaid SIM,"Rubika Onboarding: discounted in-app traffic, exclusive content bundle, social engagement incentives via app push + SMS deep link.",R09_RUBIKA_INACTIVE,P1,1.0005455,app_push,digital_retention,False,C2,SMS,Prepaid SIM: +0.104 — Prepaid segment associated with higher churn risk; SIM tenure months: +0.039 — Increases predicted churn risk
6788,0.4545,0.057,High,Prepaid on 5G,5G Retention Pack: 3-month discounted 5G night-unlimited add-on + outbound migration assessment for postpaid plan with waived SIM swap fee.,R02_PREPAID_5G,P1,1.0005455,SMS,digital_retention,False,C2,app_push,Prepaid on 5G: +0.117 — Prepaid on 5G — high-risk segment; 2G=0 … 5G=3: +0.052 — Increases predicted churn risk
6797,0.4545,0.1221,High,Prepaid SIM,Prepaid Welcome Save: 30-day onboarding SMS journey + 20% bonus credit on the next two recharges completed within 45 days (auto-applied on recharge).,R01_PREPAID_INFANT,P1,1.0005455,SMS,digital_retention,False,C2,app_push,Prepaid SIM: +0.102 — Prepaid segment associated with higher churn risk; SIM tenure months: +0.089 — Increases predicted churn risk
6798,0.4545,0.6493,High,Prepaid on 5G,5G Retention Pack: 3-month discounted 5G night-unlimited add-on + outbound migration assessment for postpaid plan with waived SIM swap fee.,R02_PREPAID_5G,P1,1.0005455,SMS,digital_retention,False,C2,app_push,Prepaid on 5G: +0.130 — Prepaid on 5G — high-risk segment; Prepaid SIM: +0.075 — Prepaid segment associated with higher churn risk
6824,0.4545,0.7203,High,Prepaid SIM,Prepaid Welcome Save: 30-day onboarding SMS journey + 20% bonus credit on the next two recharges completed within 45 days (auto-applied on recharge).,R01_PREPAID_INFANT,P1,1.0005455,SMS,digital_retention,False,C2,app_push,Prepaid SIM: +0.101 — Prepaid segment associated with higher churn risk; SIM tenure months: +0.077 — Increases predicted churn risk
6826,0.4545,0.7741,High,Prepaid on 5G,5G Retention Pack: 3-month discounted 5G night-unlimited add-on + outbound migration assessment for postpaid plan with waived SIM swap fee.,R02_PREPAID_5G,P1,1.0005455,SMS,digital_retention,False,C2,app_push,Prepaid on 5G: +0.127 — Prepaid on 5G — high-risk segment; Prepaid SIM: +0.074 — Prepaid segment associated with higher churn risk
6871,0.4545,0.015,High,Prepaid on 5G,5G Retention Pack: 3-month discounted 5G night-unlimited add-on + outbound migration assessment for postpaid plan with waived SIM swap fee.,R02_PREPAID_5G,P1,1.0005455,SMS,digital_retention,False,C2,app_push,Prepaid on 5G: +0.126 — Prepaid on 5G — high-risk segment; Prepaid SIM: +0.083 — Prepaid segment associated with higher churn risk
6968,0.4545,0.589,High,Prepaid on 5G,5G Retention Pack: 3-month discounted 5G night-unlimited add-on + outbound migration assessment for postpaid plan with waived SIM swap fee.,R02_PREPAID_5G,P1,1.0005455,SMS,digital_retention,False,C2,app_push,Prepaid on 5G: +0.123 — Prepaid on 5G — high-risk segment; Prepaid SIM: +0.062 — Prepaid segment associated with higher churn risk
6984,0.4545,0.045,High,Prepaid on 5G,5G Retention Pack: 3-month discounted 5G night-unlimited add-on + outbound migration assessment for postpaid plan with waived SIM swap fee.,R02_PREPAID_5G,P1,1.0005455,SMS,digital_retention,False,C2,app_push,Prepaid on 5G: +0.126 — Prepaid on 5G — high-risk segment; Prepaid SIM: +0.076 — Prepaid segment associated with higher churn risk
6994,0.4545,0.1256,High,Prepaid on 5G,5G Retention Pack: 3-month discounted 5G night-unlimited add-on + outbound migration assessment for postpaid plan with waived SIM swap fee.,R02_PREPAID_5G,P1,1.0005455,SMS,digital_retention,False,C2,app_push,Prepaid on 5G: +0.117 — Prepaid on 5G — high-risk segment; Prepaid SIM: +0.072 — Prepaid segment associated with higher churn risk
6998,0.4545,0.0202,High,Prepaid on 5G,5G Retention Pack: 3-month discounted 5G night-unlimited add-on + outbound migration assessment for postpaid plan with waived SIM swap fee.,R02_PREPAID_5G,P1,1.0005455,SMS,digital_retention,False,C2,app_push,Prepaid on 5G: +0.126 — Prepaid on 5G — high-risk segment; Prepaid SIM: +0.080 — Prepaid segment associated with higher churn risk
7016,0.4545,0.0482,High,Prepaid on 5G,5G Retention Pack: 3-month discounted 5G night-unlimited add-on + outbound migration assessment for postpaid plan with waived SIM swap fee.,R02_PREPAID_5G,P1,1.0005455,SMS,digital_retention,False,C2,app_push,Prepaid on 5G: +0.125 — Prepaid on 5G — high-risk segment; Prepaid SIM: +0.065 — Prepaid segment associated with higher churn risk
7024,0.4545,0.1634,High,Prepaid on 5G,5G Retention Pack: 3-month discounted 5G night-unlimited add-on + outbound migration assessment for postpaid plan with waived SIM swap fee.,R02_PREPAID_5G,P1,1.0005455,SMS,digital_retention,False,C2,app_push,Prepaid on 5G: +0.114 — Prepaid on 5G — high-risk segment; Prepaid SIM: +0.059 — Prepaid segment associated with higher churn risk
7034,0.4545,0.1129,High,Prepaid on 5G,5G Retention Pack: 3-month discounted 5G night-unlimited add-on + outbound migration assessment for postpaid plan with waived SIM swap fee.,R02_PREPAID_5G,P1,1.0005455,SMS,digital_retention,False,C2,app_push,Prepaid on 5G: +0.134 — Prepaid on 5G — high-risk segment; Prepaid SIM: +0.072 — Prepaid segment associated with higher churn risk
611,0.4371,0.4462,High,Prepaid SIM,"Rubika Onboarding: discounted in-app traffic, exclusive content bundle, social engagement incentives via app push + SMS deep link.",R09_RUBIKA_INACTIVE,P1,1.0005629,app_push,digital_retention,False,C2,SMS,"Prepaid SIM: +0.097 — Prepaid segment associated with higher churn risk; Capable, VoLTE=no: +0.035 — VoLTE non-adoption raises risk"
1662,0.4145,0.5507,High,Prepaid on 5G,5G Retention Pack: 3-month discounted 5G night-unlimited add-on + outbound migration assessment for postpaid plan with waived SIM swap fee.,R02_PREPAID_5G,P1,1.0005855,SMS,digital_retention,False,C2,app_push,Prepaid on 5G: +0.106 — Prepaid on 5G — high-risk segment; Prepaid SIM: +0.051 — Prepaid segment associated with higher churn risk
3853,0.376,0.9007,High,SIM tenure months,Prepaid Welcome Save: 30-day onboarding SMS journey + 20% bonus credit on the next two recharges completed within 45 days (auto-applied on recharge).,R01_PREPAID_INFANT,P1,1.000624,SMS,digital_retention,False,C2,app_push,SIM tenure months: +0.126 — Increases predicted churn risk; Prepaid SIM: +0.110 — Prepaid segment associated with higher churn risk
893,0.3638,0.3354,High,Prepaid on 5G,5G Retention Pack: 3-month discounted 5G night-unlimited add-on + outbound migration assessment for postpaid plan with waived SIM swap fee.,R02_PREPAID_5G,P1,1.0006362,SMS,digital_retention,False,C2,app_push,Prepaid on 5G: +0.125 — Prepaid on 5G — high-risk segment; Prepaid SIM: +0.079 — Prepaid segment associated with higher churn risk
2905,0.3516,0.1219,High,Prepaid on 5G,5G Retention Pack: 3-month discounted 5G night-unlimited add-on + outbound migration assessment for postpaid plan with waived SIM swap fee.,R02_PREPAID_5G,P1,1.0006484,SMS,digital_retention,False,C2,app_push,Prepaid on 5G: +0.132 — Prepaid on 5G — high-risk segment; Prepaid SIM: +0.069 — Prepaid segment associated with higher churn risk
11,0.3404,0.1424,High,Prepaid SIM,"Rubika Onboarding: discounted in-app traffic, exclusive content bundle, social engagement incentives via app push + SMS deep link.",R09_RUBIKA_INACTIVE,P1,1.0006596,app_push,digital_retention,False,C2,SMS,Prepaid SIM: +0.087 — Prepaid segment associated with higher churn risk; SIM tenure months: +0.036 — Increases predicted churn risk
38,0.3404,0.3225,High,Prepaid on 5G,5G Retention Pack: 3-month discounted 5G night-unlimited add-on + outbound migration assessment for postpaid plan with waived SIM swap fee.,R02_PREPAID_5G,P1,1.0006596,SMS,digital_retention,False,C2,app_push,Prepaid on 5G: +0.125 — Prepaid on 5G — high-risk segment; Prepaid SIM: +0.074 — Prepaid segment associated with higher churn risk
66,0.3404,0.0037,High,Prepaid SIM,Prepaid Welcome Save: 30-day onboarding SMS journey + 20% bonus credit on the next two recharges completed within 45 days (auto-applied on recharge).,R01_PREPAID_INFANT,P1,1.0006596,SMS,digital_retention,False,C2,app_push,Prepaid SIM: +0.080 — Prepaid segment associated with higher churn risk; SIM tenure months: +0.076 — Increases predicted churn risk
91,0.3404,0.0765,High,Prepaid on 5G,5G Retention Pack: 3-month discounted 5G night-unlimited add-on + outbound migration assessment for postpaid plan with waived SIM swap fee.,R02_PREPAID_5G,P1,1.0006596,SMS,digital_retention,False,C2,app_push,Prepaid on 5G: +0.121 — Prepaid on 5G — high-risk segment; Prepaid SIM: +0.073 — Prepaid segment associated with higher churn risk
188,0.3404,0.9687,High,Prepaid SIM,Prepaid Welcome Save: 30-day onboarding SMS journey + 20% bonus credit on the next two recharges completed within 45 days (auto-applied on recharge).,R01_PREPAID_INFANT,P1,1.0006596,SMS,digital_retention,False,C2,app_push,Prepaid SIM: +0.102 — Prepaid segment associated with higher churn risk; SIM tenure months: +0.067 — Increases predicted churn risk
281,0.3404,0.0531,High,Prepaid SIM,Prepaid Welcome Save: 30-day onboarding SMS journey + 20% bonus credit on the next two recharges completed within 45 days (auto-applied on recharge).,R01_PREPAID_INFANT,P1,1.0006596,SMS,digital_retention,False,C2,app_push,Prepaid SIM: +0.096 — Prepaid segment associated with higher churn risk; Tenure stage 0=new … 4=loyal: +0.042 — Increases predicted churn risk
410,0.3404,0.0515,High,SIM tenure months,Prepaid Welcome Save: 30-day onboarding SMS journey + 20% bonus credit on the next two recharges completed within 45 days (auto-applied on recharge).,R01_PREPAID_INFANT,P1,1.0006596,SMS,digital_retention,False,C2,app_push,SIM tenure months: +0.117 — Increases predicted churn risk; Prepaid SIM: +0.106 — Prepaid segment associated with higher churn risk
433,0.3404,0.9611,High,Prepaid SIM,Prepaid Welcome Save: 30-day onboarding SMS journey + 20% bonus credit on the next two recharges completed within 45 days (auto-applied on recharge).,R01_PREPAID_INFANT,P1,1.0006596,SMS,digital_retention,False,C2,app_push,Prepaid SIM: +0.092 — Prepaid segment associated with higher churn risk; SIM tenure months: +0.088 — Increases predicted churn risk
440,0.3404,0.0751,High,Prepaid SIM,Prepaid Welcome Save: 30-day onboarding SMS journey + 20% bonus credit on the next two recharges completed within 45 days (auto-applied on recharge).,R01_PREPAID_INFANT,P1,1.0006596,SMS,digital_retention,False,C2,app_push,Prepaid SIM: +0.100 — Prepaid segment associated with higher churn risk; SIM tenure months: +0.099 — Increases predicted churn risk
480,0.3404,0.291,High,Prepaid on 5G,5G Retention Pack: 3-month discounted 5G night-unlimited add-on + outbound migration assessment for postpaid plan with waived SIM swap fee.,R02_PREPAID_5G,P1,1.0006596,SMS,digital_retention,False,C2,app_push,Prepaid on 5G: +0.106 — Prepaid on 5G — high-risk segment; Prepaid SIM: +0.082 — Prepaid segment associated with higher churn risk
512,0.3404,0.2074,High,Prepaid on 5G,5G Retention Pack: 3-month discounted 5G night-unlimited add-on + outbound migration assessment for postpaid plan with waived SIM swap fee.,R02_PREPAID_5G,P1,1.0006596,SMS,digital_retention,False,C2,app_push,Prepaid on 5G: +0.108 — Prepaid on 5G — high-risk segment; Prepaid SIM: +0.050 — Prepaid segment associated with higher churn risk
514,0.3404,0.1689,High,Prepaid on 5G,5G Retention Pack: 3-month discounted 5G night-unlimited add-on + outbound migration assessment for postpaid plan with waived SIM swap fee.,R02_PREPAID_5G,P1,1.0006596,SMS,digital_retention,False,C2,app_push,Prepaid on 5G: +0.106 — Prepaid on 5G — high-risk segment; 2G=0 … 5G=3: +0.047 — Increases predicted churn risk
519,0.3404,0.015,High,Prepaid on 5G,5G Retention Pack: 3-month discounted 5G night-unlimited add-on + outbound migration assessment for postpaid plan with waived SIM swap fee.,R02_PREPAID_5G,P1,1.0006596,SMS,digital_retention,False,C2,app_push,Prepaid on 5G: +0.121 — Prepaid on 5G — high-risk segment; Prepaid SIM: +0.080 — Prepaid segment associated with higher churn risk
579,0.3404,0.1966,High,Prepaid on 5G,5G Retention Pack: 3-month discounted 5G night-unlimited add-on + outbound migration assessment for postpaid plan with waived SIM swap fee.,R02_PREPAID_5G,P1,1.0006596,SMS,digital_retention,False,C2,app_push,Prepaid on 5G: +0.124 — Prepaid on 5G — high-risk segment; Prepaid SIM: +0.056 — Prepaid segment associated with higher churn risk
650,0.3404,0.1631,High,Prepaid on 5G,5G Retention Pack: 3-month discounted 5G night-unlimited add-on + outbound migration assessment for postpaid plan with waived SIM swap fee.,R02_PREPAID_5G,P1,1.0006596,SMS,digital_retention,False,C2,app_push,Prepaid on 5G: +0.124 — Prepaid on 5G — high-risk segment; Prepaid SIM: +0.080 — Prepaid segment associated with higher churn risk
662,0.3404,0.7294,High,Prepaid SIM,"Rubika Onboarding: discounted in-app traffic, exclusive content bundle, social engagement incentives via app push + SMS deep link.",R09_RUBIKA_INACTIVE,P1,1.0006596,app_push,digital_retention,False,C2,SMS,Prepaid SIM: +0.091 — Prepaid segment associated with higher churn risk; SIM tenure months: +0.032 — Increases predicted churn risk
690,0.3404,0.1367,High,Prepaid on 5G,5G Retention Pack: 3-month discounted 5G night-unlimited add-on + outbound migration assessment for postpaid plan with waived SIM swap fee.,R02_PREPAID_5G,P1,1.0006596,SMS,digital_retention,False,C2,app_push,Prepaid on 5G: +0.120 — Prepaid on 5G — high-risk segment; Prepaid SIM: +0.072 — Prepaid segment associated with higher churn risk
705,0.3404,0.3829,High,Prepaid SIM,Prepaid Welcome Save: 30-day onboarding SMS journey + 20% bonus credit on the next two recharges completed within 45 days (auto-applied on recharge).,R01_PREPAID_INFANT,P1,1.0006596,SMS,digital_retention,False,C2,app_push,Prepaid SIM: +0.081 — Prepaid segment associated with higher churn risk; SIM tenure months: +0.076 — Increases predicted churn risk
711,0.3404,0.3709,High,SIM tenure months,Prepaid Welcome Save: 30-day onboarding SMS journey + 20% bonus credit on the next two recharges completed within 45 days (auto-applied on recharge).,R01_PREPAID_INFANT,P1,1.0006596,SMS,digital_retention,False,C2,app_push,SIM tenure months: +0.122 — Increases predicted churn risk; Prepaid SIM: +0.107 — Prepaid segment associated with higher churn risk
716,0.3404,0.4638,High,Prepaid on 5G,5G Retention Pack: 3-month discounted 5G night-unlimited add-on + outbound migration assessment for postpaid plan with waived SIM swap fee.,R02_PREPAID_5G,P1,1.0006596,SMS,digital_retention,False,C2,app_push,Prepaid on 5G: +0.115 — Prepaid on 5G — high-risk segment; Prepaid SIM: +0.069 — Prepaid segment associated with higher churn risk
735,0.3404,0.8488,High,Prepaid on 5G,5G Retention Pack: 3-month discounted 5G night-unlimited add-on + outbound migration assessment for postpaid plan with waived SIM swap fee.,R02_PREPAID_5G,P1,1.0006596,SMS,digital_retention,False,C2,app_push,Prepaid on 5G: +0.113 — Prepaid on 5G — high-risk segment; Prepaid SIM: +0.068 — Prepaid segment associated with higher churn risk
773,0.3404,0.9465,High,SIM tenure months,Prepaid Welcome Save: 30-day onboarding SMS journey + 20% bonus credit on the next two recharges completed within 45 days (auto-applied on recharge).,R01_PREPAID_INFANT,P1,1.0006596,SMS,digital_retention,False,C2,app_push,SIM tenure months: +0.118 — Increases predicted churn risk; Prepaid SIM: +0.111 — Prepaid segment associated with higher churn risk
795,0.3404,0.2395,High,Prepaid SIM,Prepaid Welcome Save: 30-day onboarding SMS journey + 20% bonus credit on the next two recharges completed within 45 days (auto-applied on recharge).,R01_PREPAID_INFANT,P1,1.0006596,SMS,digital_retention,False,C2,app_push,Prepaid SIM: +0.083 — Prepaid segment associated with higher churn risk; Tenure stage 0=new … 4=loyal: +0.037 — Increases predicted churn risk
